 tdata       pcdata
2015.60  -1.01985238
2015.60  -3.79944301
2015.60  -0.17233224
2015.61   1.22077708
2015.61   2.97517476
2015.61   0.79566571
2015.61   2.98646059
2015.62  -0.88990157
2015.62   0.51529165
2015.62  -0.05058161
2015.62  -1.64488618
2015.63   0.61916666
2015.63   3.74818192
2015.63   1.52362009
2015.64   2.22041834
2015.64  -1.52131882
2015.64  -0.43115817
2015.64   3.58356203
2015.65   1.49182656
2015.65  -2.35608156
2015.65  -0.70384850
2015.65   0.51755518
2015.66   0.57796819
2015.66  -2.98743516
2015.66   1.11845473
2015.67  -4.15246660
2015.67  -3.22945230
2015.67  -0.93541313
2015.67   0.54887409
2015.68   1.79619386
2015.68  -0.61981294
2015.68  -0.18755457
2015.68  -2.59310307
2015.69   0.36070784
2015.69   1.32801670
2015.69   1.31932073
2015.70   0.66966059
2015.70  -2.21523296
2015.70  -0.40708904
2015.70  -0.00000171
2015.71  -0.21000964
2015.71  -1.04490970
2015.71   1.14198362
2015.72   0.80539665
2015.72  -1.95638141
2015.72  -2.91835812
2015.72   4.40818603
2015.73  -0.03350230
2015.73   0.98097945
2015.73  -0.80170583
2015.73   0.66791718
2015.74  -1.35118562
2015.74  -0.80188311
2015.74  -0.79314359
2015.75  -1.81413070
2015.75   0.76697238
2015.75  -1.64536006
2015.75   0.40044333
2015.76   0.77707138
2015.76   0.83105098
2015.76  -0.28948459
2015.76  -2.48366393
2015.77   0.16447343
2015.77   0.40755322
2015.77   1.29772903
2015.78   0.75808923
2015.78  -0.09764009
2015.78   0.98377110
2015.78   1.29621389
2015.79  -0.58863522
2015.79  -0.77174913
2015.79  -1.32688854
2015.79   3.24074433
2015.80  -1.11054227
2015.80   1.45346319
2015.80   4.31910939
2015.81   1.88277385
2015.81  -2.87132540
2015.81  -0.60127755
2015.81  -2.00029292
2015.82   1.51227217
2015.82   0.15403049
2015.82  -0.34337068
2015.82  -1.55761628
2015.83   0.65796739
2015.83  -1.49521355
2015.83  -0.12735457
2015.84  -2.65709417
2015.84  -0.25455980
2015.84   0.08377797
2015.84   1.32725365
2015.85   1.62796651
2015.85   0.10910459
2015.85   0.62383510
2015.85  -0.21178128
2015.86  -0.12947095
2015.86   0.52453594
2015.86  -0.91623354
2015.87  -0.36502937
2015.87   4.52028140
2015.87   0.66562602
2015.87  -1.54373226
2015.88   0.73391441
2015.88  -1.87842102
2015.88  -0.01083523
2015.88   1.75369056
2015.89   1.76247723
2015.89  -3.55873900
2015.89   2.10498864
2015.90  -3.00478161
2015.90  -4.18741039
2015.90  -0.26769162
2015.90   0.34362334
2015.91   1.04463548
2015.91  -5.03032804
2015.91  -2.84324401
2015.92   0.26202096
2015.92   2.33905968
2015.92   0.00055928
2015.92  -1.25915246
2015.93  -1.38949181
2015.93   1.77397003
2015.93   0.68885488
2015.93   2.10167200
2015.94   1.41134895
2015.94  -0.49787106
2015.94  -0.16808045
2015.95   1.68069699
2015.95  -1.77998246
2015.95   4.36304455
2015.95   0.37181283
2015.96  -0.13754605
2015.96   0.81174450
2015.96   0.70320635
2015.96  -1.08270644
