 tdata       pcdata
2016.36  -0.19515021
2016.36  -0.60769479
2016.36  -0.28875552
2016.36  -0.30287482
2016.37   0.01257089
2016.37  -0.06494746
2016.37  -0.19900326
2016.37  -0.26286906
2016.38   0.24148777
2016.38  -0.18884333
2016.38   0.45913448
2016.39  -0.05849470
2016.39  -0.10166671
2016.39  -0.18282795
2016.39  -0.07744377
2016.40   0.70899753
2016.40   0.30543573
2016.40  -0.12218321
2016.40   0.14505576
2016.41  -0.02286048
2016.41  -0.00001101
2016.41  -0.54527427
2016.42  -0.17481636
2016.42   0.51390882
2016.42   0.60411158
2016.42  -0.31414536
2016.43  -0.28331129
2016.43  -0.20867555
2016.43  -0.12315645
2016.43   0.53141611
2016.44   0.38195840
2016.44  -0.18140556
2016.44  -0.24145852
2016.45   0.04088315
2016.45  -0.00000396
2016.45  -0.51932186
2016.45   0.28634076
2016.46   0.20944329
2016.46   0.10878121
2016.46  -0.08506449
2016.46   0.68833885
2016.47  -0.61844036
2016.47   0.09314117
2016.47  -0.16290080
2016.48  -1.95269361
2016.48  -1.92667065
2016.48   0.72386833
2016.48  -0.17395419
2016.49  -0.49456535
2016.49   0.08784314
2016.49  -0.44022443
2016.49  -0.01934282
2016.50  -0.08186803
2016.50   0.02966664
2016.50  -0.09124062
2016.51  -0.34929579
2016.51   0.01911223
2016.51  -0.02143973
2016.51   0.08510970
2016.52   0.36402291
2016.52  -0.71588440
2016.52  -0.02037528
2016.52   0.07409792
2016.53   0.41760185
2016.53   0.01756758
2016.53  -0.03316731
2016.54  -0.31615760
2016.54   0.99325046
2016.54   0.56599660
2016.54   0.51918432
2016.55   0.30436678
2016.55   0.42699187
2016.55   0.80072903
2016.55   0.80089775
2016.56   0.45869168
2016.56  -0.05263807
2016.56  -0.42262765
2016.57   0.56661570
2016.57  -0.76798054
2016.57  -0.73542695
2016.57   0.36918178
2016.58   0.52928629
2016.58   0.29226762
2016.58   1.17364307
2016.58  -0.41535092
2016.59   0.50984573
2016.59  -0.07691766
2016.59   0.12901081
2016.60  -0.44766054
2016.60  -0.72575703
2016.60  -0.21643215
2016.60  -0.16839753
2016.61   0.36069083
2016.61   0.25739070
2016.61   0.32783611
2016.61   0.87324441
2016.62   0.79489767
2016.62   0.05874351
2016.62   0.40461099
2016.63   0.13920346
2016.63   0.17923912
2016.63   0.10261825
2016.63   0.38146068
2016.64   0.12663876
2016.64  -0.28278907
2016.64   0.30428577
2016.64   0.91788231
2016.65   0.45930767
2016.65   0.11531875
2016.65  -0.45834934
2016.66   0.61934095
2016.66   0.55989525
2016.66   0.44494944
2016.66  -0.05423919
2016.67  -0.45570691
2016.67  -0.42966757
2016.67  -0.55359557
2016.67   0.36398289
2016.68  -0.24281992
2016.68  -1.08773765
2016.68  -0.07740401
2016.69  -0.08857933
2016.69  -0.12971757
2016.69  -0.00971274
2016.69   0.29958034
2016.70   0.28132259
2016.70  -0.44406863
2016.70  -0.25091422
2016.70   0.59002451
2016.71  -0.59091298
2016.71  -0.50646563
2016.71  -0.58678712
2016.72   0.14828548
2016.72  -0.63368481
2016.72  -0.77940517
2016.72  -0.45320904
2016.73  -0.85018894
2016.73   0.24440667
2016.73   0.01496708
2016.73   0.05719493
2016.74  -0.23138792
2016.74   0.31570544
2016.74   0.25412662
2016.75  -0.11446680
2016.75  -0.28099948
2016.75  -0.37493970
2016.75  -0.26547733
2016.76   0.57417112
2016.76   0.06614219
2016.76  -0.12403065
2016.77   0.25907371
2016.77   0.29283857
2016.77  -0.07272958
2016.77   0.43513812
2016.78   0.12097101
2016.78   0.40103564
2016.78   0.39846365
2016.78   0.20131689
2016.79   0.00052619
2016.79  -0.62252413
2016.79  -0.13020805
2016.80   0.28559258
2016.80   0.11774685
2016.80   0.91917502
2016.80   0.38063039
2016.81   0.22208681
2016.81   0.22514319
2016.81   0.06757994
2016.81  -0.57604958
2016.82  -0.26814343
2016.82  -0.60453222
2016.82  -0.58900940
2016.83  -0.94418687
2016.83  -0.13937731
2016.83  -0.25699783
2016.83  -0.55846407
2016.84   0.11686997
2016.84  -0.30241170
2016.84  -0.03019863
2016.84  -0.33770855
2016.85  -0.05356630
2016.85  -0.36080083
2016.85  -0.37787498
2016.86  -0.24177691
2016.86   0.06237024
2016.86  -0.14953326
2016.86   0.26409940
2016.87  -0.29617175
2016.87  -0.26121062
2016.87  -0.01608877
2016.87   0.27655854
2016.88   0.01288670
2016.88   0.10062827
2016.88   0.58083086
2016.89   0.76195969
2016.89   0.36548763
2016.89   0.28853935
2016.89   0.15593746
2016.90   0.34293458
2016.90  -0.10054827
2016.90   0.12224542
2016.90  -0.47092935
2016.91  -0.19069222
2016.91  -0.24746734
2016.91  -0.26631040
2016.92   0.02746299
2016.92  -0.20988415
2016.92  -0.93019051
2016.92  -0.45764568
2016.93  -0.10369528
2016.93  -0.41164193
2016.93   0.04441296
2016.93   0.64185909
2016.94   0.17277614
2016.94   0.30617671
2016.94   0.69021103
2016.95  -0.21858100
2016.95   0.01969086
2016.95   0.05286685
2016.95   0.08832714
2016.96  -0.00532364
2016.96  -0.18468382
2016.96   0.06120435
2016.96   0.23838806
2016.97  -0.62239681
2016.97  -0.11365766
2016.97  -0.20340394
2016.98   0.29966425
2016.98   0.60938330
2016.98   1.02060973
2016.98   0.93335220
2016.99   0.48879218
2016.99   1.03454864
2016.99   0.57027538
2016.99   0.66515822
2017.00   0.14780244
2017.00  -0.15327130
2017.00  -0.00338323
2017.01   0.21944622
2017.01   0.79155928
2017.01   0.33206841
2017.01   0.66432770
2017.02   1.21116899
2017.02   0.49100845
2017.02   0.12425111
2017.02   0.44904814
2017.03   0.26443751
2017.03   0.33223172
2017.03   0.30957489
2017.04   0.42493428
2017.04  -0.66528564
2017.04  -0.12801070
2017.04  -0.34958809
2017.05  -0.17475454
2017.05  -0.07469711
2017.05  -0.96148593
2017.05   0.61667475
2017.06  -0.13806267
2017.06  -0.07357337
2017.06  -0.12476336
2017.07  -0.23946252
2017.07  -0.15182447
2017.07  -0.87063831
2017.07  -0.61007985
2017.08  -0.38634030
2017.08  -0.73142640
2017.08  -0.63519469
2017.08  -0.83686632
2017.09  -0.72388322
2017.09  -1.01845809
2017.09  -0.35692540
2017.10  -0.66237837
